id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>
1316	exhaust temperature	0.9841	-0.2496	3	255	409	24	2013.0417
1317	expansion	-0.3157	-0.6746	2	940	2403	165	2014.9152
1318	expectation	-0.3785	-0.7225	2	343	507	37	2015.3784
1319	experience	-0.2271	-0.6998	2	496	828	64	2012.8438
1320	experimental analysis	0.9737	-0.0713	3	459	864	51	2017.2941
1321	experimental assessment	0.8097	-0.0501	3	307	463	25	2018
1322	experimental evaluation	0.9286	-0.1027	3	178	235	13	2017.6923
1323	experimental investigation	1.1473	-0.0745	3	1200	5177	293	2016.9181
1324	experimental measurement	0.6364	-0.1402	3	227	320	25	2016.24
1325	experimental research	0.925	-0.1018	3	224	290	21	2015.8571
1326	experimental result	0.7519	0.0826	3	1857	7598	481	2016.0728
1327	experimental run	0.1323	0.3876	1	140	190	14	2015.7857
1328	experimental study	0.9316	-0.061	3	1286	4067	251	2016.9442
1329	experimental test	1.1156	-0.2252	3	360	693	40	2018.05
1330	experimental value	0.4962	0.3587	1	323	481	34	2016.4412
1331	experimental work	0.9849	-0.0822	3	549	1243	69	2016.1014
1332	experimentally	0.5388	0.1562	3	152	239	16	2016.125
1333	experimentation	1.0085	-0.1604	3	441	905	47	2018.4255
1334	export	-0.5145	-0.7467	2	352	595	41	2014.8293
1335	expression	-0.3866	0.0373	4	685	1594	116	2015.5603
1336	externality	-0.384	-0.8848	2	182	269	23	2016.8696
1337	extraction efficiency	-0.569	0.0744	4	308	446	29	2015.6897
1338	extraction method	-0.5238	0.193	4	452	701	51	2016.9608
1339	extraction solvent	-0.3282	0.234	4	199	259	19	2016.9474
1340	extraction temperature	-0.3884	0.2923	1	105	132	12	2017.0833
1341	extraction time	-0.3228	0.3449	1	225	350	27	2016.5185
1342	factorial design	-0.0963	0.2881	1	329	533	40	2014.625
1343	faee	-0.3555	0.3972	1	416	784	55	2015.8545
1344	faees	-0.6912	0.429	4	204	372	24	2016.875
1345	false flax	-0.517	-0.4268	2	106	162	11	2015.5455
1346	fame composition	-0.5438	0.3402	4	122	154	11	2016
1347	fame content	-0.3394	0.4892	1	303	478	33	2015.0606
1348	fame production	-0.2178	0.5039	1	222	352	21	2014.8571
1349	fame profile	-0.7577	0.3288	4	171	242	16	2017.4375
1350	fame yield	-0.388	0.5877	1	556	1307	81	2016.0864
1351	fames	-0.2983	0.3576	4	954	2194	164	2015.5854
1352	family farmer	-0.518	-0.895	2	107	174	14	2013.8571
1353	farm	-0.5085	-0.665	2	681	1430	97	2014.3299
1354	farmer	-0.4702	-0.7833	2	596	1569	107	2014.0841
1355	farnesane	0.5149	0.0281	3	158	206	15	2017.8
1356	farnesene	-0.4107	0.2286	4	115	155	11	2016.0909
1357	fas	-0.6607	0.07	4	245	300	20	2017.3
1358	fast growth rate	-0.6842	0.0957	4	124	156	10	2016.7
1359	fast pyrolysis	-0.2918	0.058	1	981	2610	186	2016.1344
1360	fatty acid biosynthesis	-0.7673	0.1927	4	144	233	17	2015.2941
1361	fatty acid composition	-0.5063	0.1698	4	959	2674	199	2014.7638
1362	fatty acid content	-0.6578	0.1397	4	570	995	71	2016.1972
1363	fatty acid ethyl ester	-0.4138	0.4009	1	550	1192	85	2015.7529
1364	fatty acid profile	-0.6576	0.1348	4	895	2605	175	2015.9371
1365	fatty acid profiling	-0.9059	0.1894	4	156	226	11	2017.5455
1366	fatty acids composition	-0.708	0.1939	4	187	257	19	2015.3684
1367	fatty acids profile	-0.6805	0.1518	4	228	305	20	2016.45
1368	fatty alcohol	-0.701	0.3141	4	159	256	16	2016.3125
1369	fcc	-0.1839	0.4881	1	186	281	20	2015.85
1370	fe2o3	0.364	0.5593	1	165	217	14	2018.8571
1371	february	-0.1547	-0.5247	2	155	191	19	2010.1579
1372	fecl3	-0.296	0.8215	1	128	168	12	2017.25
1373	fed batch	-0.8262	0.1577	4	129	160	11	2015
1374	feedstock cost	-0.6451	-0.4897	2	467	897	56	2016.2857
1375	feedstock price	-0.5803	-0.6794	2	186	288	23	2013.8261
1376	feedstock production	-0.6778	-0.6372	2	526	1038	58	2015.2931
1377	feedstock supply	-0.5252	-0.6715	2	254	360	23	2016.3043
1378	fermentable sugar	-0.6845	-0.0212	4	314	467	34	2017.4118
1379	fermentation	-0.5698	-0.0128	4	1429	4601	336	2016.2024
1380	fermentation broth	-0.5512	0.124	4	230	284	22	2018.1364
1381	fermentation medium	-0.7152	0.2709	4	142	204	15	2015.7333
1382	fertiliser	-0.5952	-0.6476	2	279	435	27	2013.8519
1383	fertilization	-0.6133	-0.6006	2	261	411	29	2016.1034
1384	fertilizer	-0.6121	-0.5236	2	887	2063	136	2015.3676
1385	fesem	0.0128	0.9093	1	307	577	24	2019.5
1386	ffa	-0.2259	0.5535	1	983	3066	199	2014.9548
1387	ffa content	-0.3028	0.5421	1	256	453	32	2015.375
1388	ffa conversion	-0.1334	0.9701	1	135	235	15	2015.7333
1389	ffas	-0.433	0.5806	1	293	505	29	2015.2414
1390	fid	0.0493	0.3471	1	172	218	19	2013.4211
1391	field condition	-0.5804	-0.3679	2	107	125	10	2014.1
1392	field emission scanning electron microscopy	0.0728	0.7943	1	205	314	14	2019.1429
1393	field experiment	-0.4756	-0.3703	2	242	357	31	2016.129
1394	field trial	-0.5393	-0.295	2	149	198	15	2013.6
1395	final result	-0.3623	-0.4068	2	173	210	12	2015.75
1396	financial analysis	-0.4822	-0.598	2	148	189	14	2013.3571
1397	financial support	-0.5116	-0.8457	2	188	240	13	2014.8462
1398	fine chemical	-0.2538	0.5983	1	232	322	22	2017.0909
1399	fine particle	0.3257	-0.2933	3	224	314	21	2014.0476
1400	fine particulate matter	0.1995	-0.5279	2	165	229	18	2015.1667
1401	finland	-0.4378	-0.6946	2	289	411	28	2011.6429
1402	fip	1.4488	-0.0857	3	181	297	11	2021
1403	fire point	0.2287	0.3895	1	306	546	40	2016.15
1404	firewood	-0.3293	-0.5978	2	139	165	14	2016.0714
1405	first generation	-0.3508	-0.4352	2	197	233	22	2014.2727
1406	first generation biofuel	-0.3684	-0.665	2	509	949	64	2014.375
1407	first order	0.0818	0.7089	1	174	240	14	2017.2857
1408	first order kinetic	-0.0902	0.7777	1	234	371	20	2017
1409	first phase	0.8146	-0.3555	3	198	296	16	2017.125
1410	first report	-0.5773	0.255	4	363	538	40	2016.2
1411	first year	-0.5525	-0.6102	2	167	196	14	2016.2857
1412	fischer tropsch	-0.3238	-0.3587	2	455	754	57	2014.9474
1413	fischer tropsch diesel	-0.3942	-0.7578	2	268	398	27	2013.4444
1414	fischer tropsch synthesis	-0.4492	-0.1743	2	348	569	42	2016.5
1415	flame	0.8152	0.1233	3	691	2286	168	2016.8512
1416	flame characteristic	0.8351	0.1153	3	146	202	15	2017.2
1417	flame ionization detection	0.1486	0.2605	1	126	157	14	2012.9286
1418	flame speed	0.81	0.1182	3	151	207	14	2017
1419	flame structure	0.8152	0.2606	3	205	420	30	2017.0333
1420	flame temperature	1.1176	-0.0413	3	248	416	30	2016.4667
1421	flash point	0.2252	0.2819	1	1240	3901	274	2016.1423
1422	flask	-0.6445	0.2925	4	242	368	23	2015.5217
1423	flavor	-0.5751	0.2271	4	97	135	12	2016.9167
1424	fleet	0.1684	-0.6389	2	590	1136	85	2013.3294
1425	flex fuel vehicle	0.3141	-0.5251	2	131	164	12	2014.5
1426	flocculation	-0.6948	0.0827	4	174	239	18	2016.3333
1427	flow cytometry	-0.6121	-0.0773	4	148	185	12	2013.0833
1428	flow reactor	0.3182	0.3315	3	381	557	41	2015.6829
1429	flower	-0.5303	-0.0987	2	223	325	32	2014.375
1430	fluoranthene	0.4166	-0.1778	3	80	142	10	2012.2
1431	fold	-0.6585	0.1126	4	929	2042	133	2016.1203
1432	fold improvement	-0.6304	0.3659	4	128	177	10	2017
1433	fold increase	-0.6571	0.099	4	407	645	42	2015.1905
1434	food crop	-0.447	-0.5417	2	608	1146	75	2013.32
1435	food price	-0.4535	-0.8111	2	272	429	29	2014.2069
1436	food production	-0.5873	-0.5993	2	557	1042	66	2014.2121
1437	food security	-0.481	-0.7688	2	463	875	53	2014.6981
1438	forecast	-0.1553	-0.6735	2	183	229	19	2017.1579
1439	foreign oil	-0.2314	-0.7825	2	130	159	12	2009.0833
1440	forest	-0.4538	-0.7033	2	829	2173	140	2013.8143
1441	forest biomass	-0.5416	-0.7298	2	190	261	18	2014.7222
1442	forest residue	-0.5008	-0.6291	2	408	737	47	2013.6596
1443	forestry	-0.4515	-0.6847	2	363	563	35	2011.4857
1444	forestry residue	-0.472	-0.5047	2	189	221	14	2014.2143
1445	formaldehyde	0.7273	-0.1091	3	522	1261	75	2014.08
1446	formation mechanism	0.5316	0.2226	3	233	302	22	2016.1818
1447	formic acid	-0.0793	0.6045	1	275	371	25	2016.32
1448	fossil energy	-0.4629	-0.6051	2	384	610	35	2014.2857
1449	fossil energy consumption	-0.5912	-0.6488	2	191	279	16	2015.3125
1450	fossil energy use	-0.5844	-0.6732	2	134	185	12	2015.5833
1451	fossil fuel combustion	-0.0849	-0.3349	2	177	216	17	2014.7059
1452	fossil fuel use	-0.4266	-0.5033	2	248	311	19	2016.3158
1453	fourier	0.1136	0.5733	1	1247	3767	209	2017.6077
1454	fourier transform infrared	0.1592	0.6948	1	218	304	17	2017.1176
1455	fourier transform infrared spectroscopy	0.0095	0.7397	1	313	522	31	2017.9032
1456	fractional distillation	-0.186	0.6716	1	165	238	18	2017.9444
1457	fragrance	-0.4643	0.3711	4	132	170	13	2017.6154
1458	frame	-0.0891	-0.6175	2	212	267	26	2014.5385
1459	framework	-0.3474	-0.4777	2	1437	4123	304	2016.4342
1460	france	-0.3836	-0.7664	2	308	519	39	2011
1461	free fatty acid	-0.2497	0.5053	1	1411	4939	339	2014.8938
1462	free fatty acid content	-0.1993	0.474	1	329	520	35	2016
1463	free glycerol	-0.1538	0.3905	1	217	305	25	2013.04
1464	frequency factor	0.2149	0.5884	1	187	293	17	2017.6471
1465	freshwater	-0.6622	-0.1533	4	417	682	39	2016.9744
1466	friction	0.7563	0.1617	3	326	662	58	2015.9138
1467	friction coefficient	0.6602	0.3165	3	124	195	16	2017.125
1468	fructose	-0.2111	0.7068	1	333	682	43	2016.907
1469	ft ir	-0.0298	0.7825	1	922	2778	149	2017.1477
1470	ft ir analysis	0.0675	0.6157	1	223	312	16	2018.25
1471	ftir	0.0288	0.6458	1	1382	4986	283	2017.7032
1472	ftir analysis	-0.0029	0.6261	1	336	477	26	2018.2308
1473	ftir spectra	-0.097	0.3746	1	230	281	18	2018.5
1474	ftir spectroscopy	-0.1907	0.6604	1	242	305	19	2016.8947
1475	fuel atomization	1.0187	-0.0382	3	180	251	15	2017.6667
1476	fuel blend	0.9742	-0.1685	3	1403	6525	398	2016.7814
1477	fuel cell	-0.1523	-0.5354	2	455	708	60	2012.9167
1478	fuel combustion	0.6653	-0.3672	3	524	880	53	2016.6981
1479	fuel consumption	0.6477	-0.432	3	1416	5122	347	2015.3372
1480	fuel conversion efficiency	1.069	-0.3586	3	231	393	23	2015.8261
1481	fuel cost	-0.1756	-0.6344	2	362	531	38	2015.3947
1482	fuel demand	-0.1741	-0.6071	2	402	591	45	2015.7556
1483	fuel density	0.9219	-0.1264	3	158	217	17	2016
1484	fuel droplet	1.1947	-0.0522	3	162	250	22	2014.4545
1485	fuel economy	0.7193	-0.382	3	597	1137	68	2014.7059
1486	fuel ethanol	-0.2416	-0.5703	2	107	136	15	2013.9333
1487	fuel filter	0.8098	-0.0184	3	104	139	11	2013.4545
1488	fuel injection	1.2561	-0.2373	3	330	609	34	2016.5882
1489	fuel injection pressure	1.385	-0.1412	3	419	1146	57	2018.2105
1490	fuel injection strategy	1.5191	-0.1681	3	185	326	14	2018.8571
1491	fuel injection system	1.1199	-0.1464	3	304	515	32	2016.8125
1492	fuel injection timing	1.4007	-0.2092	3	270	556	27	2017.5556
1493	fuel injector	1.2443	-0.1606	3	261	442	26	2016.5769
1494	fuel market	-0.154	-0.6166	2	349	508	39	2013.8718
1495	fuel mixture	0.7781	-0.0645	3	713	1502	118	2016.2712
1496	fuel option	-0.0683	-0.601	2	215	273	22	2015.5455
1497	fuel pathway	-0.2827	-0.658	2	209	294	20	2013.7
1498	fuel precursor	-0.3337	0.6118	1	233	318	22	2019.0909
1499	fuel ratio	0.8403	0.0192	3	192	249	17	2016.5294
1500	fuel sample	0.8624	0.0128	3	439	826	57	2016.8772
1501	fuel spray	1.1787	-0.0668	3	170	281	21	2014.4286
1502	fuel supply system	1.1054	-0.0293	3	108	151	12	2013.5
1503	fuel temperature	1.0258	-0.1112	3	156	221	15	2014.0667
1504	fuel yield	-0.3953	-0.0459	2	345	483	32	2016.375
1505	full engine load	1.3255	-0.2402	3	156	211	10	2015.3
1506	full factorial design	0.8007	0.2195	3	148	213	12	2017.4167
1507	full load	1.2982	-0.1742	3	773	2981	152	2017.0329
1508	full load condition	1.3644	-0.1825	3	571	1874	97	2016.5052
1509	functional unit	-0.5514	-0.7286	2	489	1059	58	2015.6724
1510	functionalization	-0.1318	0.904	1	231	422	23	2017.2174
1511	fungi	-0.535	0.0869	4	391	611	50	2015.66
1512	fungus	-0.649	0.1109	4	247	377	31	2014.9677
1513	furan	0.173	0.5099	1	573	1149	81	2017.4815
1514	furan ring	0.0506	0.8034	1	136	217	14	2017
1515	furfural	-0.1906	0.696	1	382	683	48	2017.8542
1516	furfuryl alcohol	-0.126	0.8614	1	236	448	31	2018.3871
1517	future development	-0.4315	-0.4222	2	242	308	25	2015.96
1518	future perspective	-0.6022	-0.1669	2	274	333	22	2018.7273
1519	future scenario	-0.0139	-0.7263	2	135	174	12	2016.75
1520	g cm3	-0.4331	0.3548	4	172	231	12	2018.5
1521	g g	-0.6956	0.2594	4	388	698	49	2016.2857
1522	g kwh	1.3485	-0.29	3	258	450	22	2018
1523	g l	-0.7999	0.2076	4	1060	4305	279	2016.319
1524	g l day	-0.9352	0.0978	4	154	189	10	2016.8
1525	g l h	-0.7813	0.1591	4	111	170	12	2017.25
1526	g l1	-0.7623	0.1891	4	445	927	57	2019.1053
1527	g m	-0.2903	-0.2466	2	160	183	12	2014.0833
1528	g m3	0.2164	-0.4805	2	174	261	20	2017.1
1529	g ml	-0.2392	0.3767	1	398	583	41	2016.6098
1530	g oil	-0.6218	0.2778	4	197	259	17	2017.0588
1531	gal	-0.5904	-0.483	2	394	692	47	2013.4043
1532	gallon	-0.468	-0.4435	2	722	1547	109	2014.2477
1533	gas analyzer	0.9508	-0.2265	3	264	403	23	2016.4348
1534	gas chromatographic analysis	-0.3908	0.4374	4	139	157	12	2014
1535	gas chromatography analysis	-0.0548	0.3539	4	273	372	25	2014.68
1536	gas chromatography mass spectrometry	0.0212	0.5762	1	807	1808	115	2016.3391
1537	gas chromatography mass spectrometry analysis	-0.4235	0.6186	1	139	173	12	2015.25
1538	gas chromatography mass spectroscopy	-0.1807	0.7307	1	241	405	22	2017.4545
1539	gas chromatographymass spectrometry	-0.1601	0.6233	1	177	224	17	2018.2353
1540	gas product	-0.1374	0.621	1	172	227	14	2016.6429
1541	gas turbine engine	0.6853	-0.3716	3	224	428	31	2017.5484
1542	gas yield	-0.1924	0.5015	1	276	439	35	2016.6571
1543	gaseous emission	0.7936	-0.3584	3	482	983	60	2015.5
1544	gaseous product	-0.2296	0.5393	1	315	505	36	2016.8333
1545	gasohol	0.2672	-0.4384	3	145	168	13	2011.3846
1546	gasoil	-0.0144	0.3583	1	224	340	21	2017.2381
1547	gasoline blend	0.8165	-0.2841	3	351	652	40	2016.7
1548	gasoline demand	-0.3029	-0.5768	2	102	115	11	2010.4545
1549	gasoline direct injection	0.8521	-0.4423	3	162	244	13	2018.9231
1550	gasoline engine	0.8235	-0.3087	3	360	618	41	2015.2683
1551	gasoline equivalent	-0.583	-0.2671	2	314	506	29	2016.3793
1552	gasoline ethanol blend	0.6621	-0.2446	3	178	232	15	2014.2
1553	gasoline fraction	0.0436	0.5359	1	222	290	19	2015.7895
1554	gasoline range	-0.217	0.7624	1	128	162	12	2018.1667
1555	gasoline vehicle	0.3948	-0.6038	3	174	254	16	2011.6875
1556	gate	-0.6719	-0.5696	2	225	341	19	2017.5263
1557	gc fid	-0.1893	0.3829	1	483	700	47	2015.9787
1558	gc ms	-0.0567	0.5467	1	1182	3422	214	2016.1308
1559	gc ms analysis	-0.1585	0.4423	1	584	969	63	2016.8571
1560	gcms	-0.186	0.47	1	688	1301	80	2018.7
1561	gcms analysis	-0.3379	0.6	1	220	296	17	2018.7647
1562	gdi	0.8442	-0.4422	3	157	245	13	2018.1538
1563	gdp	-0.2593	-0.781	2	157	210	13	2016.7692
1564	gene	-0.6825	0.0354	4	683	2207	164	2016.0366
1565	gene expression	-0.4099	-0.0732	4	205	337	24	2016.9583
1566	genetic diversity	-0.5754	-0.4245	2	95	184	21	2014.5714
1567	genetic engineering	-0.7564	-0.019	4	268	415	28	2015.5
1568	genetic improvement	-0.5961	-0.3979	2	177	242	18	2013.8889
1569	genetic modification	-0.6186	0.0453	4	115	139	10	2014.5
1570	genome	-0.8141	0.0017	4	250	465	37	2015.4054
1571	genotoxicity	0.5127	-0.3148	3	187	340	25	2017.4
1572	genotype	-0.533	-0.2959	2	334	686	65	2015.2462
1573	geometric mean diameter	1.0059	-0.2595	3	132	211	12	2014.9167
1574	geometry	0.9953	-0.0325	3	500	985	63	2017.8413
1575	germany	-0.3653	-0.6813	2	525	935	75	2012.6133
1576	germination	-0.6101	-0.3413	2	120	176	23	2014.4783
1577	gge	-0.6494	-0.2691	2	299	512	27	2017.4815
1578	ghana	-0.4359	-0.7405	2	104	130	10	2016.9
1579	ghg	-0.4718	-0.7201	2	1265	5478	329	2015.3131
1580	ghg balance	-0.5925	-0.8641	2	169	270	15	2012.5333
1581	ghg emission	-0.4866	-0.7375	2	1119	4286	267	2015.382
1582	ghg emission reduction	-0.4741	-0.7197	2	294	474	27	2016.1852
1583	ghg mitigation	-0.6104	-0.8103	2	153	204	13	2015.6923
1584	ghg reduction	-0.443	-0.7318	2	260	403	28	2016.1786
1585	ghg saving	-0.5506	-0.8256	2	193	318	21	2014.2381
1586	ghgs	-0.261	-0.6507	2	182	238	15	2013.0667
1587	gis	-0.5423	-0.626	2	160	214	17	2016.1765
1588	global climate change	-0.301	-0.5817	2	280	350	26	2014.5385
1589	global economy	-0.2826	-0.6305	2	179	212	11	2016.4545
1590	global level	-0.3445	-0.5966	2	175	206	13	2016.0769
1591	global scale	-0.2613	-0.6943	2	158	175	15	2014.0667
1592	global warming potential	-0.5517	-0.7011	2	576	1426	81	2015.4815
1593	glucose	-0.7331	0.261	4	1005	3295	201	2015.9204
1594	glutaraldehyde	-0.3962	0.7561	1	95	145	10	2013.9
1595	glyceride	-0.2408	0.4226	1	299	439	38	2012.3684
1596	glycerol conversion	0.0256	0.7859	1	165	285	21	2016.4762
1597	glycerol ether	-0.0053	0.5526	1	164	254	16	2016.25
1598	good accuracy	0.3548	0.285	1	85	96	12	2015.5833
1599	good catalytic activity	-0.1552	0.8977	1	164	253	12	2018.0833
1600	good quality	-0.516	0.4239	4	166	201	12	2015.9167
1601	good reusability	-0.2116	0.838	1	160	213	11	2017.8182
1602	good source	-0.5576	0.1911	4	216	257	20	2015.15
1603	good stability	-0.147	0.6586	1	249	332	22	2017.7727
1604	good yield	-0.2387	0.498	1	158	193	16	2016.5
1605	government	-0.2991	-0.7125	2	1053	3177	229	2013.4847
1606	government policy	-0.1578	-0.5908	2	232	312	22	2014.7273
1607	government subsidy	-0.5625	-0.6568	2	129	147	10	2011.9
1608	gpc	0.1084	0.5112	1	156	196	12	2015.5
1609	grain	-0.5333	-0.4432	2	731	1318	86	2015.093
1610	graphene oxide	0.4152	0.4933	1	219	306	18	2019.7222
1611	graphic abstract	-0.2067	0.6787	1	182	234	14	2020.7143
1612	graphical abstract	-0.5201	0.5539	1	174	201	17	2019.1176
1613	grass	-0.5417	-0.5391	2	487	822	58	2014.8103
1614	grassland	-0.5478	-0.7837	2	258	443	28	2013.8929
1615	gravimetric analysis	0.1268	0.6671	1	364	614	31	2017.4839
1616	great significance	-0.2634	0.3882	1	135	150	10	2018.3
1617	greece	-0.4487	-0.7281	2	190	246	18	2015.2778
1618	green algae	-0.7244	0.0456	4	282	376	22	2015.9091
1619	green catalyst	-0.2834	0.6449	1	196	319	18	2016.5556
1620	green diesel production	-0.2483	0.4378	1	209	295	21	2018.1905
1621	green gasoline	-0.3454	0.2652	1	169	224	16	2015.125
1622	green microalgae	-0.8269	0.1069	4	199	287	16	2015.75
1623	greenhouse gas	-0.4331	-0.7166	2	1233	4748	284	2015.493
1624	greenhouse gas balance	-0.5346	-0.8139	2	147	206	12	2010.6667
1625	greenhouse gas emission	-0.291	-0.6115	2	1684	6275	426	2015.0939
1626	greenhouse gas reduction	-0.5076	-0.6802	2	224	308	21	2014.0476
1627	greenhouse gases emission	-0.2177	-0.5137	2	218	266	18	2017.3333
1628	greet	-0.5079	-0.6469	2	145	222	13	2014.6154
1629	grid	-0.2098	-0.4957	2	495	754	53	2015.1698
1630	growth	-0.566	-0.1466	4	2208	9831	673	2015.8217
1631	growth condition	-0.7907	0.0045	4	382	613	43	2016.1628
1632	growth kinetic	-0.8936	0.1046	4	154	212	13	2015.7692
1633	growth medium	-0.8836	0.1089	4	459	949	55	2016.9636
1634	growth parameter	-0.8122	-0.0777	4	196	261	17	2016.2941
1635	growth rate	-0.82	-0.015	4	900	2324	147	2015.8299
1636	guaiacol	-0.0593	0.728	1	402	834	50	2017.06
1637	gvl	-0.2801	0.3796	1	139	216	16	2017
1638	gwp	-0.5625	-0.6936	2	464	996	54	2015.0741
1639	h abstraction	0.6267	0.3895	3	92	169	11	2016.7273
1640	h c ratio	0.1977	0.4057	1	269	341	22	2018.5455
1641	h reaction time	-0.1873	0.8161	1	454	906	51	2016.902
1642	h zsm	-0.1613	0.8813	1	172	248	14	2015.2857
1643	h2 pressure	-0.1787	0.7974	1	304	528	29	2017.7931
1644	h2 tpr	0.0075	0.8646	1	230	418	21	2019.1905
1645	h2o	-0.0462	0.466	1	407	556	37	2015.7027
1646	h2s	-0.1001	0.5551	1	86	106	12	2014.9167
1647	h2so4	-0.1955	0.609	1	633	1297	78	2016.2949
1648	h3po4	-0.2391	0.6939	1	136	169	13	2014.3077
1649	harmful emission	0.7313	-0.3112	3	410	673	45	2017.1778
1650	harmful exhaust emission	0.6564	-0.4356	3	133	200	12	2016.9167
1651	harmful pollutant	1.0405	-0.1361	3	188	274	14	2018.3571
1652	harvest	-0.5237	-0.3573	2	589	1011	74	2015.4459
1653	harvesting	-0.653	-0.2974	2	844	1786	125	2017.056
1654	hc emission	1.3394	-0.204	3	776	3094	160	2016.575
1655	hcci	1.1906	-0.1632	3	300	627	35	2015.0857
1656	hcci combustion	1.3375	-0.2507	3	143	219	13	2012.6154
1657	hcci engine	1.1628	-0.1568	3	192	331	20	2015.2
1658	hcl	-0.2056	0.5002	1	291	386	26	2016.8462
1659	hdo	-0.1344	0.7763	1	712	2384	137	2017.7591
1660	hdo process	-0.1809	0.7857	1	210	351	20	2017.3
1661	hdo reaction	-0.0784	0.8496	1	223	385	19	2018.0526
1662	head	0.6814	-0.1813	3	217	310	19	2017.1053
1663	health effect	0.3315	-0.3973	3	274	471	36	2015.7222
1664	health impact	0.1944	-0.5995	2	239	350	29	2016.5517
1665	health risk	0.3004	-0.5083	3	201	304	23	2014.6957
1666	heat integration	-0.5232	-0.1797	2	211	322	26	2016.3462
1667	heat loss	0.7435	-0.3013	3	175	243	14	2018.2857
